nyr:,200
SLR (m), Pchng (cm), pi_0, N_d, SD, SE,min,max
0.440, 1.800, 0.3, 90.140,  8.798,  0.622, 67.000, 116.000
0.440, 1.800, 0.4, 81.505,  8.286,  0.586, 61.000, 106.000
0.440, 1.800, 0.5, 73.825,  7.837,  0.554, 55.000, 96.000
0.460, 1.800, 0.1, 134.725,  9.417,  0.666, 108.000, 157.000
0.460, 1.800, 0.2, 115.640,  9.409,  0.665, 91.000, 139.000
0.460, 1.800, 0.3, 103.915,  9.330,  0.660, 80.000, 131.000
0.460, 1.800, 0.4, 94.180,  8.886,  0.628, 69.000, 121.000
0.460, 1.800, 0.5, 85.975,  8.439,  0.597, 64.000, 108.000
0.480, 1.800, 0.1, 149.380,  9.037,  0.639, 127.000, 172.000
0.480, 1.800, 0.2, 130.685,  9.629,  0.681, 106.000, 153.000
0.480, 1.800, 0.3, 117.960,  9.388,  0.664, 93.000, 141.000
0.480, 1.800, 0.4, 108.115,  9.255,  0.654, 84.000, 133.000
0.480, 1.800, 0.5, 99.425,  9.113,  0.644, 76.000, 127.000
0.500, 1.800, 0.1, 163.710,  9.080,  0.642, 141.000, 184.000
0.500, 1.800, 0.2, 145.480,  9.086,  0.643, 124.000, 167.000
0.500, 1.800, 0.3, 133.165,  9.543,  0.675, 106.000, 155.000
0.500, 1.800, 0.4, 122.750,  9.362,  0.662, 98.000, 144.000
0.500, 1.800, 0.5, 113.360,  9.235,  0.653, 91.000, 137.000
0.000, 1.850, 0.1,  3.420,  1.983,  0.140,  0.000, 10.000
0.000, 1.850, 0.2,  2.945,  1.871,  0.132,  0.000, 10.000
0.000, 1.850, 0.3,  2.710,  1.770,  0.125,  0.000,  9.000
0.000, 1.850, 0.4,  2.520,  1.668,  0.118,  0.000,  7.000
0.000, 1.850, 0.5,  2.345,  1.603,  0.113,  0.000,  7.000
0.020, 1.850, 0.1,  3.910,  2.148,  0.152,  0.000, 10.000
0.020, 1.850, 0.2,  3.385,  1.951,  0.138,  0.000, 10.000
0.020, 1.850, 0.3,  3.085,  1.912,  0.135,  0.000, 10.000
0.020, 1.850, 0.4,  2.885,  1.844,  0.130,  0.000, 10.000
0.020, 1.850, 0.5,  2.670,  1.737,  0.123,  0.000,  9.000
0.040, 1.850, 0.1,  4.490,  2.345,  0.166,  0.000, 11.000
0.040, 1.850, 0.2,  3.880,  2.128,  0.150,  0.000, 10.000
0.040, 1.850, 0.3,  3.505,  2.000,  0.141,  0.000, 10.000
0.040, 1.850, 0.4,  3.250,  1.894,  0.134,  0.000, 10.000
0.040, 1.850, 0.5,  3.045,  1.900,  0.134,  0.000, 10.000
0.060, 1.850, 0.1,  5.160,  2.497,  0.177,  0.000, 11.000
0.060, 1.850, 0.2,  4.395,  2.246,  0.159,  0.000, 10.000
0.060, 1.850, 0.3,  3.980,  2.127,  0.150,  0.000, 10.000
0.060, 1.850, 0.4,  3.690,  2.041,  0.144,  0.000, 10.000
0.060, 1.850, 0.5,  3.425,  1.919,  0.136,  0.000, 10.000
0.080, 1.850, 0.1,  5.990,  2.697,  0.191,  0.000, 13.000
0.080, 1.850, 0.2,  5.035,  2.440,  0.173,  0.000, 11.000
0.080, 1.850, 0.3,  4.550,  2.246,  0.159,  0.000, 11.000
0.080, 1.850, 0.4,  4.220,  2.127,  0.150,  0.000, 10.000
0.080, 1.850, 0.5,  3.945,  2.038,  0.144,  0.000, 10.000
0.100, 1.850, 0.1,  7.085,  2.997,  0.212,  0.000, 14.000
0.100, 1.850, 0.2,  5.855,  2.706,  0.191,  0.000, 13.000
0.100, 1.850, 0.3,  5.220,  2.515,  0.178,  0.000, 11.000
0.100, 1.850, 0.4,  4.800,  2.366,  0.167,  0.000, 11.000
0.100, 1.850, 0.5,  4.420,  2.204,  0.156,  0.000, 11.000
0.120, 1.850, 0.1,  8.400,  3.272,  0.231,  0.000, 16.000
0.120, 1.850, 0.2,  6.895,  2.988,  0.211,  0.000, 14.000
0.120, 1.850, 0.3,  6.070,  2.803,  0.198,  0.000, 14.000
0.120, 1.850, 0.4,  5.535,  2.633,  0.186,  0.000, 12.000
0.120, 1.850, 0.5,  5.075,  2.474,  0.175,  0.000, 12.000
0.140, 1.850, 0.1, 10.165,  3.538,  0.250,  1.000, 18.000
0.140, 1.850, 0.2,  8.165,  3.270,  0.231,  0.000, 16.000
0.140, 1.850, 0.3,  7.105,  3.061,  0.216,  0.000, 15.000
0.140, 1.850, 0.4,  6.445,  2.847,  0.201,  0.000, 14.000
0.140, 1.850, 0.5,  5.880,  2.732,  0.193,  0.000, 13.000
0.160, 1.850, 0.1, 12.120,  3.982,  0.282,  3.000, 21.000
0.160, 1.850, 0.2,  9.760,  3.508,  0.248,  1.000, 18.000
0.160, 1.850, 0.3,  8.440,  3.315,  0.234,  0.000, 16.000
0.160, 1.850, 0.4,  7.515,  3.137,  0.222,  0.000, 15.000
0.160, 1.850, 0.5,  6.880,  2.956,  0.209,  0.000, 14.000
0.180, 1.850, 0.1, 14.435,  4.080,  0.289,  5.000, 24.000
0.180, 1.850, 0.2, 11.690,  3.869,  0.274,  3.000, 20.000
0.180, 1.850, 0.3, 10.150,  3.534,  0.250,  1.000, 18.000
0.180, 1.850, 0.4,  9.020,  3.398,  0.240,  1.000, 17.000
0.180, 1.850, 0.5,  8.085,  3.208,  0.227,  0.000, 16.000
0.200, 1.850, 0.1, 17.590,  4.500,  0.318,  7.000, 30.000
0.200, 1.850, 0.2, 13.865,  4.131,  0.292,  4.000, 23.000
0.200, 1.850, 0.3, 12.145,  3.970,  0.281,  3.000, 21.000
0.200, 1.850, 0.4, 10.755,  3.639,  0.257,  1.000, 18.000
0.200, 1.850, 0.5,  9.680,  3.442,  0.243,  1.000, 17.000
0.220, 1.850, 0.1, 21.515,  4.931,  0.349, 11.000, 34.000
0.220, 1.850, 0.2, 16.840,  4.383,  0.310,  6.000, 27.000
0.220, 1.850, 0.3, 14.315,  4.088,  0.289,  5.000, 24.000
0.220, 1.850, 0.4, 12.845,  4.086,  0.289,  3.000, 24.000
0.220, 1.850, 0.5, 11.450,  3.818,  0.270,  1.000, 20.000
0.240, 1.850, 0.1, 25.810,  5.106,  0.361, 15.000, 38.000
0.240, 1.850, 0.2, 20.575,  4.774,  0.338, 10.000, 33.000
0.240, 1.850, 0.3, 17.415,  4.486,  0.317,  6.000, 28.000
0.240, 1.850, 0.4, 15.265,  4.203,  0.297,  6.000, 25.000
0.240, 1.850, 0.5, 13.630,  4.091,  0.289,  4.000, 24.000
0.260, 1.850, 0.1, 30.910,  5.774,  0.408, 20.000, 45.000
0.260, 1.850, 0.2, 24.710,  5.058,  0.358, 14.000, 38.000
0.260, 1.850, 0.3, 21.235,  4.879,  0.345, 11.000, 33.000
0.260, 1.850, 0.4, 18.625,  4.604,  0.326,  7.000, 30.000
0.260, 1.850, 0.5, 16.385,  4.342,  0.307,  6.000, 27.000
0.280, 1.850, 0.1, 37.320,  6.256,  0.442, 24.000, 53.000
0.280, 1.850, 0.2, 29.525,  5.552,  0.393, 18.000, 44.000
0.280, 1.850, 0.3, 25.355,  5.044,  0.357, 15.000, 38.000
0.280, 1.850, 0.4, 22.455,  4.851,  0.343, 12.000, 35.000
0.280, 1.850, 0.5, 20.005,  4.714,  0.333,  9.000, 33.000
0.300, 1.850, 0.1, 44.965,  6.835,  0.483, 28.000, 63.000
0.300, 1.850, 0.2, 35.525,  6.216,  0.440, 23.000, 50.000
0.300, 1.850, 0.3, 30.350,  5.691,  0.402, 18.000, 44.000
0.300, 1.850, 0.4, 26.875,  5.290,  0.374, 15.000, 41.000
0.300, 1.850, 0.5, 24.005,  5.032,  0.356, 14.000, 38.000
0.320, 1.850, 0.1, 53.635,  7.056,  0.499, 39.000, 74.000
0.320, 1.850, 0.2, 42.925,  6.633,  0.469, 28.000, 60.000
0.320, 1.850, 0.3, 36.620,  6.205,  0.439, 24.000, 52.000
0.320, 1.850, 0.4, 32.170,  6.023,  0.426, 21.000, 49.000
0.320, 1.850, 0.5, 28.705,  5.481,  0.388, 17.000, 42.000
0.340, 1.850, 0.1, 63.475,  7.388,  0.522, 44.000, 88.000
0.340, 1.850, 0.2, 51.335,  6.999,  0.495, 37.000, 70.000
0.340, 1.850, 0.3, 44.130,  6.725,  0.476, 28.000, 61.000
0.340, 1.850, 0.4, 38.845,  6.451,  0.456, 26.000, 56.000
0.340, 1.850, 0.5, 34.510,  6.245,  0.442, 22.000, 49.000
0.360, 1.850, 0.1, 74.140,  7.795,  0.551, 52.000, 96.000
0.360, 1.850, 0.2, 60.530,  7.092,  0.502, 44.000, 84.000
0.360, 1.850, 0.3, 52.705,  6.999,  0.495, 38.000, 74.000
0.360, 1.850, 0.4, 46.680,  6.821,  0.482, 29.000, 65.000
0.360, 1.850, 0.5, 41.580,  6.476,  0.458, 27.000, 59.000
0.380, 1.850, 0.1, 86.615,  8.369,  0.592, 62.000, 108.000
0.380, 1.850, 0.2, 71.175,  7.594,  0.537, 48.000, 92.000
0.380, 1.850, 0.3, 62.175,  7.244,  0.512, 44.000, 85.000
0.380, 1.850, 0.4, 55.390,  7.032,  0.497, 40.000, 77.000
0.380, 1.850, 0.5, 49.860,  6.906,  0.488, 32.000, 68.000
0.400, 1.850, 0.1, 100.225,  8.868,  0.627, 75.000, 124.000
0.400, 1.850, 0.2, 83.110,  8.260,  0.584, 61.000, 105.000
0.400, 1.850, 0.3, 72.905,  7.663,  0.542, 51.000, 93.000
0.400, 1.850, 0.4, 65.345,  7.451,  0.527, 45.000, 89.000
0.400, 1.850, 0.5, 58.950,  7.246,  0.512, 43.000, 84.000
0.420, 1.850, 0.1, 114.665,  9.126,  0.645, 91.000, 136.000
0.420, 1.850, 0.2, 96.290,  8.831,  0.624, 70.000, 118.000
0.420, 1.850, 0.3, 85.220,  8.407,  0.594, 62.000, 107.000
0.420, 1.850, 0.4, 76.345,  7.879,  0.557, 56.000, 98.000
0.420, 1.850, 0.5, 69.340,  7.467,  0.528, 47.000, 91.000
0.440, 1.850, 0.1, 130.175,  9.498,  0.672, 106.000, 150.000
0.440, 1.850, 0.2, 110.815,  9.327,  0.659, 86.000, 134.000
0.440, 1.850, 0.3, 98.570,  8.935,  0.632, 73.000, 122.000
0.440, 1.850, 0.4, 89.070,  8.491,  0.600, 66.000, 112.000
0.440, 1.850, 0.5, 81.035,  8.174,  0.578, 59.000, 104.000
0.460, 1.850, 0.1, 145.695,  9.205,  0.651, 122.000, 168.000
0.460, 1.850, 0.2, 125.935,  9.325,  0.659, 102.000, 146.000
0.460, 1.850, 0.3, 113.025,  9.281,  0.656, 88.000, 135.000
0.460, 1.850, 0.4, 103.100,  9.087,  0.643, 78.000, 127.000
0.460, 1.850, 0.5, 94.090,  8.809,  0.623, 69.000, 116.000
0.480, 1.850, 0.1, 161.235,  8.768,  0.620, 140.000, 182.000
0.480, 1.850, 0.2, 141.535,  9.286,  0.657, 119.000, 166.000
0.480, 1.850, 0.3, 128.425,  9.519,  0.673, 102.000, 148.000
0.480, 1.850, 0.4, 117.530,  9.148,  0.647, 94.000, 139.000
0.480, 1.850, 0.5, 108.430,  9.494,  0.671, 83.000, 134.000
0.500, 1.850, 0.1, 176.075,  8.930,  0.631, 154.000, 199.000
0.500, 1.850, 0.2, 157.030,  8.849,  0.626, 134.000, 178.000
0.500, 1.850, 0.3, 143.945,  9.255,  0.654, 121.000, 168.000
0.500, 1.850, 0.4, 133.280,  9.559,  0.676, 110.000, 154.000
0.500, 1.850, 0.5, 123.125,  9.383,  0.664, 98.000, 145.000
0.000, 1.900, 0.1,  3.675,  2.081,  0.147,  0.000, 10.000
0.000, 1.900, 0.2,  3.170,  1.884,  0.133,  0.000, 10.000
0.000, 1.900, 0.3,  2.900,  1.835,  0.130,  0.000, 10.000
0.000, 1.900, 0.4,  2.670,  1.722,  0.122,  0.000,  9.000
0.000, 1.900, 0.5,  2.475,  1.653,  0.117,  0.000,  7.000
0.020, 1.900, 0.1,  4.185,  2.224,  0.157,  0.000, 10.000
0.020, 1.900, 0.2,  3.610,  2.088,  0.148,  0.000, 10.000
0.020, 1.900, 0.3,  3.300,  1.926,  0.136,  0.000, 10.000
0.020, 1.900, 0.4,  3.050,  1.922,  0.136,  0.000, 10.000
0.020, 1.900, 0.5,  2.860,  1.846,  0.131,  0.000, 10.000
0.040, 1.900, 0.1,  4.800,  2.423,  0.171,  0.000, 11.000
0.040, 1.900, 0.2,  4.140,  2.206,  0.156,  0.000, 10.000
0.040, 1.900, 0.3,  3.770,  2.100,  0.148,  0.000, 10.000
0.040, 1.900, 0.4,  3.445,  1.959,  0.138,  0.000, 10.000
0.040, 1.900, 0.5,  3.215,  1.925,  0.136,  0.000, 10.000
0.060, 1.900, 0.1,  5.545,  2.623,  0.186,  0.000, 13.000
0.060, 1.900, 0.2,  4.715,  2.367,  0.167,  0.000, 11.000
0.060, 1.900, 0.3,  4.265,  2.202,  0.156,  0.000, 10.000
0.060, 1.900, 0.4,  3.970,  2.098,  0.148,  0.000, 10.000
0.060, 1.900, 0.5,  3.650,  2.022,  0.143,  0.000, 10.000
0.080, 1.900, 0.1,  6.480,  2.819,  0.199,  0.000, 14.000
0.080, 1.900, 0.2,  5.410,  2.554,  0.181,  0.000, 12.000
0.080, 1.900, 0.3,  4.870,  2.360,  0.167,  0.000, 11.000
0.080, 1.900, 0.4,  4.460,  2.210,  0.156,  0.000, 10.000
0.080, 1.900, 0.5,  4.145,  2.109,  0.149,  0.000, 10.000
0.100, 1.900, 0.1,  7.605,  3.154,  0.223,  0.000, 15.000
0.100, 1.900, 0.2,  6.305,  2.806,  0.198,  0.000, 14.000
0.100, 1.900, 0.3,  5.615,  2.627,  0.186,  0.000, 12.000
0.100, 1.900, 0.4,  5.100,  2.474,  0.175,  0.000, 11.000
0.100, 1.900, 0.5,  4.750,  2.365,  0.167,  0.000, 11.000
0.120, 1.900, 0.1,  9.235,  3.368,  0.238,  1.000, 17.000
0.120, 1.900, 0.2,  7.435,  3.120,  0.221,  0.000, 16.000
0.120, 1.900, 0.3,  6.570,  2.880,  0.204,  0.000, 15.000
0.120, 1.900, 0.4,  5.950,  2.774,  0.196,  0.000, 14.000
0.120, 1.900, 0.5,  5.450,  2.606,  0.184,  0.000, 12.000
0.140, 1.900, 0.1, 10.990,  3.731,  0.264,  1.000, 19.000
0.140, 1.900, 0.2,  8.910,  3.376,  0.239,  1.000, 17.000
0.140, 1.900, 0.3,  7.695,  3.205,  0.227,  0.000, 16.000
0.140, 1.900, 0.4,  6.970,  2.982,  0.211,  0.000, 15.000
0.140, 1.900, 0.5,  6.320,  2.863,  0.202,  0.000, 14.000
0.160, 1.900, 0.1, 13.195,  4.115,  0.291,  4.000, 22.000
0.160, 1.900, 0.2, 10.670,  3.663,  0.259,  1.000, 18.000
0.160, 1.900, 0.3,  9.240,  3.466,  0.245,  1.000, 17.000
0.160, 1.900, 0.4,  8.185,  3.282,  0.232,  0.000, 16.000
0.160, 1.900, 0.5,  7.435,  3.110,  0.220,  0.000, 16.000
0.180, 1.900, 0.1, 15.865,  4.394,  0.311,  5.000, 27.000
0.180, 1.900, 0.2, 12.750,  4.134,  0.292,  3.000, 22.000
0.180, 1.900, 0.3, 11.035,  3.687,  0.261,  1.000, 19.000
0.180, 1.900, 0.4,  9.910,  3.536,  0.250,  1.000, 17.000
0.180, 1.900, 0.5,  8.810,  3.378,  0.239,  0.000, 17.000
0.200, 1.900, 0.1, 19.525,  4.697,  0.332,  9.000, 32.000
0.200, 1.900, 0.2, 15.220,  4.246,  0.300,  5.000, 25.000
0.200, 1.900, 0.3, 13.185,  4.102,  0.290,  4.000, 22.000
0.200, 1.900, 0.4, 11.665,  3.904,  0.276,  1.000, 19.000
0.200, 1.900, 0.5, 10.560,  3.578,  0.253,  1.000, 18.000
0.220, 1.900, 0.1, 23.630,  4.943,  0.350, 13.000, 36.000
0.220, 1.900, 0.2, 18.640,  4.635,  0.328,  8.000, 31.000
0.220, 1.900, 0.3, 15.730,  4.399,  0.311,  6.000, 27.000
0.220, 1.900, 0.4, 13.940,  4.181,  0.296,  5.000, 24.000
0.220, 1.900, 0.5, 12.590,  4.087,  0.289,  3.000, 24.000
0.240, 1.900, 0.1, 28.280,  5.471,  0.387, 16.000, 43.000
0.240, 1.900, 0.2, 22.605,  4.925,  0.348, 12.000, 35.000
0.240, 1.900, 0.3, 19.305,  4.743,  0.335,  9.000, 31.000
0.240, 1.900, 0.4, 16.855,  4.432,  0.313,  6.000, 28.000
0.240, 1.900, 0.5, 14.850,  4.185,  0.296,  6.000, 24.000
0.260, 1.900, 0.1, 34.090,  6.316,  0.447, 21.000, 50.000
0.260, 1.900, 0.2, 27.135,  5.371,  0.380, 15.000, 42.000
0.260, 1.900, 0.3, 23.295,  4.955,  0.350, 13.000, 36.000
0.260, 1.900, 0.4, 20.545,  4.827,  0.341, 10.000, 33.000
0.260, 1.900, 0.5, 18.110,  4.588,  0.324,  8.000, 31.000
0.280, 1.900, 0.1, 41.250,  6.545,  0.463, 26.000, 59.000
0.280, 1.900, 0.2, 32.420,  6.096,  0.431, 21.000, 50.000
0.280, 1.900, 0.3, 27.795,  5.511,  0.390, 15.000, 43.000
0.280, 1.900, 0.4, 24.670,  5.127,  0.363, 14.000, 38.000
0.280, 1.900, 0.5, 21.975,  5.038,  0.356, 12.000, 34.000
0.300, 1.900, 0.1, 49.520,  6.961,  0.492, 33.000, 69.000
0.300, 1.900, 0.2, 39.120,  6.532,  0.462, 26.000, 57.000
0.300, 1.900, 0.3, 33.405,  6.216,  0.440, 21.000, 50.000
0.300, 1.900, 0.4, 29.475,  5.653,  0.400, 18.000, 44.000
0.300, 1.900, 0.5, 26.215,  5.212,  0.369, 15.000, 39.000
0.320, 1.900, 0.1, 58.575,  7.283,  0.515, 43.000, 81.000
0.320, 1.900, 0.2, 47.120,  6.925,  0.490, 29.000, 64.000
0.320, 1.900, 0.3, 40.390,  6.561,  0.464, 26.000, 58.000
0.320, 1.900, 0.4, 35.410,  6.359,  0.450, 23.000, 51.000
0.320, 1.900, 0.5, 31.370,  5.918,  0.418, 20.000, 46.000
0.340, 1.900, 0.1, 69.165,  7.660,  0.542, 46.000, 92.000
0.340, 1.900, 0.2, 55.980,  7.126,  0.504, 40.000, 78.000
0.340, 1.900, 0.3, 48.515,  6.941,  0.491, 31.000, 68.000
0.340, 1.900, 0.4, 42.735,  6.649,  0.470, 28.000, 60.000
0.340, 1.900, 0.5, 37.875,  6.373,  0.451, 25.000, 54.000
0.360, 1.900, 0.1, 80.990,  8.115,  0.574, 59.000, 104.000
0.360, 1.900, 0.2, 66.310,  7.566,  0.535, 46.000, 90.000
0.360, 1.900, 0.3, 57.505,  7.165,  0.507, 43.000, 78.000
0.360, 1.900, 0.4, 51.160,  6.981,  0.494, 34.000, 69.000
0.360, 1.900, 0.5, 45.625,  6.918,  0.489, 28.000, 64.000
0.380, 1.900, 0.1, 94.350,  8.794,  0.622, 69.000, 116.000
0.380, 1.900, 0.2, 77.610,  7.945,  0.562, 57.000, 100.000
0.380, 1.900, 0.3, 67.845,  7.632,  0.540, 46.000, 91.000
0.380, 1.900, 0.4, 60.635,  7.268,  0.514, 44.000, 85.000
0.380, 1.900, 0.5, 54.500,  7.191,  0.508, 39.000, 75.000
0.400, 1.900, 0.1, 109.105,  9.482,  0.670, 81.000, 134.000
0.400, 1.900, 0.2, 90.595,  8.520,  0.602, 66.000, 111.000
0.400, 1.900, 0.3, 79.505,  8.022,  0.567, 58.000, 102.000
0.400, 1.900, 0.4, 71.435,  7.597,  0.537, 48.000, 93.000
0.400, 1.900, 0.5, 64.550,  7.514,  0.531, 45.000, 89.000
0.420, 1.900, 0.1, 124.285,  9.445,  0.668, 97.000, 145.000
0.420, 1.900, 0.2, 105.090,  9.159,  0.648, 79.000, 130.000
0.420, 1.900, 0.3, 92.835,  8.714,  0.616, 67.000, 113.000
0.420, 1.900, 0.4, 83.630,  8.263,  0.584, 60.000, 106.000
0.420, 1.900, 0.5, 75.575,  7.920,  0.560, 52.000, 97.000
0.440, 1.900, 0.1, 140.850,  9.604,  0.679, 117.000, 160.000
0.440, 1.900, 0.2, 120.140,  9.244,  0.654, 94.000, 142.000
0.440, 1.900, 0.3, 107.485,  9.348,  0.661, 80.000, 132.000
0.440, 1.900, 0.4, 97.035,  8.952,  0.633, 70.000, 118.000
0.440, 1.900, 0.5, 88.475,  8.505,  0.601, 63.000, 110.000
0.460, 1.900, 0.1, 157.175,  9.148,  0.647, 134.000, 182.000
0.460, 1.900, 0.2, 136.520,  9.669,  0.684, 112.000, 157.000
0.460, 1.900, 0.3, 122.455,  9.460,  0.669, 96.000, 144.000
0.460, 1.900, 0.4, 112.095,  9.525,  0.674, 85.000, 136.000
0.460, 1.900, 0.5, 102.470,  8.977,  0.635, 75.000, 125.000
0.480, 1.900, 0.1, 173.190,  8.831,  0.624, 151.000, 194.000
0.480, 1.900, 0.2, 152.770,  9.157,  0.647, 130.000, 174.000
0.480, 1.900, 0.3, 138.900,  9.709,  0.687, 115.000, 159.000
0.480, 1.900, 0.4, 127.550,  9.461,  0.669, 100.000, 148.000
0.480, 1.900, 0.5, 117.520,  9.202,  0.651, 91.000, 140.000
0.500, 1.900, 0.1, 188.990,  8.643,  0.611, 168.000, 214.000
0.500, 1.900, 0.2, 169.225,  8.881,  0.628, 149.000, 194.000
0.500, 1.900, 0.3, 155.425,  9.050,  0.640, 132.000, 180.000
0.500, 1.900, 0.4, 143.930,  9.436,  0.667, 119.000, 164.000
0.500, 1.900, 0.5, 133.640,  9.604,  0.679, 105.000, 154.000
0.000, 1.950, 0.1,  3.870,  2.116,  0.150,  0.000, 10.000
0.000, 1.950, 0.2,  3.330,  1.926,  0.136,  0.000, 10.000
0.000, 1.950, 0.3,  3.010,  1.881,  0.133,  0.000, 10.000
0.000, 1.950, 0.4,  2.810,  1.803,  0.127,  0.000, 10.000
0.000, 1.950, 0.5,  2.600,  1.675,  0.118,  0.000,  7.000
0.020, 1.950, 0.1,  4.435,  2.307,  0.163,  0.000, 10.000
0.020, 1.950, 0.2,  3.870,  2.111,  0.149,  0.000, 10.000
0.020, 1.950, 0.3,  3.460,  1.974,  0.140,  0.000, 10.000
0.020, 1.950, 0.4,  3.210,  1.938,  0.137,  0.000, 10.000
0.020, 1.950, 0.5,  3.020,  1.883,  0.133,  0.000, 10.000
0.040, 1.950, 0.1,  5.110,  2.510,  0.177,  0.000, 11.000
0.040, 1.950, 0.2,  4.345,  2.227,  0.157,  0.000, 10.000
0.040, 1.950, 0.3,  3.975,  2.144,  0.152,  0.000, 10.000
0.040, 1.950, 0.4,  3.640,  2.047,  0.145,  0.000, 10.000
0.040, 1.950, 0.5,  3.400,  1.923,  0.136,  0.000, 10.000
0.060, 1.950, 0.1,  5.930,  2.759,  0.195,  0.000, 13.000
0.060, 1.950, 0.2,  4.985,  2.434,  0.172,  0.000, 11.000
0.060, 1.950, 0.3,  4.510,  2.260,  0.160,  0.000, 10.000
0.060, 1.950, 0.4,  4.155,  2.153,  0.152,  0.000, 10.000
0.060, 1.950, 0.5,  3.875,  2.071,  0.146,  0.000, 10.000
0.080, 1.950, 0.1,  6.990,  3.004,  0.212,  0.000, 15.000
0.080, 1.950, 0.2,  5.805,  2.646,  0.187,  0.000, 13.000
0.080, 1.950, 0.3,  5.165,  2.451,  0.173,  0.000, 11.000
0.080, 1.950, 0.4,  4.765,  2.306,  0.163,  0.000, 11.000
0.080, 1.950, 0.5,  4.420,  2.144,  0.152,  0.000, 10.000
0.100, 1.950, 0.1,  8.330,  3.258,  0.230,  0.000, 16.000
0.100, 1.950, 0.2,  6.845,  2.925,  0.207,  0.000, 14.000
0.100, 1.950, 0.3,  6.015,  2.743,  0.194,  0.000, 13.000
0.100, 1.950, 0.4,  5.480,  2.548,  0.180,  0.000, 11.000
0.100, 1.950, 0.5,  5.045,  2.430,  0.172,  0.000, 11.000
0.120, 1.950, 0.1, 10.070,  3.482,  0.246,  1.000, 17.000
0.120, 1.950, 0.2,  8.080,  3.201,  0.226,  0.000, 16.000
0.120, 1.950, 0.3,  7.090,  3.023,  0.214,  0.000, 15.000
0.120, 1.950, 0.4,  6.400,  2.851,  0.202,  0.000, 15.000
0.120, 1.950, 0.5,  5.855,  2.702,  0.191,  0.000, 14.000
0.140, 1.950, 0.1, 12.135,  3.968,  0.281,  3.000, 21.000
0.140, 1.950, 0.2,  9.735,  3.439,  0.243,  1.000, 17.000
0.140, 1.950, 0.3,  8.400,  3.322,  0.235,  0.000, 16.000
0.140, 1.950, 0.4,  7.510,  3.106,  0.220,  0.000, 16.000
0.140, 1.950, 0.5,  6.810,  2.920,  0.206,  0.000, 15.000
0.160, 1.950, 0.1, 14.355,  4.120,  0.291,  6.000, 23.000
0.160, 1.950, 0.2, 11.560,  3.838,  0.271,  1.000, 19.000
0.160, 1.950, 0.3, 10.075,  3.541,  0.250,  1.000, 18.000
0.160, 1.950, 0.4,  8.910,  3.393,  0.240,  0.000, 17.000
0.160, 1.950, 0.5,  7.955,  3.254,  0.230,  0.000, 16.000
0.180, 1.950, 0.1, 17.500,  4.443,  0.314,  7.000, 28.000
0.180, 1.950, 0.2, 13.860,  4.141,  0.293,  5.000, 23.000
0.180, 1.950, 0.3, 12.050,  3.902,  0.276,  3.000, 20.000
0.180, 1.950, 0.4, 10.795,  3.590,  0.254,  1.000, 18.000
0.180, 1.950, 0.5,  9.675,  3.422,  0.242,  1.000, 17.000
0.200, 1.950, 0.1, 21.405,  4.887,  0.346, 11.000, 33.000
0.200, 1.950, 0.2, 16.730,  4.386,  0.310,  7.000, 28.000
0.200, 1.950, 0.3, 14.320,  4.180,  0.296,  6.000, 23.000
0.200, 1.950, 0.4, 12.800,  4.086,  0.289,  3.000, 22.000
0.200, 1.950, 0.5, 11.440,  3.718,  0.263,  1.000, 19.000
0.220, 1.950, 0.1, 25.690,  5.092,  0.360, 14.000, 38.000
0.220, 1.950, 0.2, 20.495,  4.752,  0.336, 10.000, 33.000
0.220, 1.950, 0.3, 17.390,  4.446,  0.314,  8.000, 28.000
0.220, 1.950, 0.4, 15.200,  4.195,  0.297,  6.000, 24.000
0.220, 1.950, 0.5, 13.695,  4.153,  0.294,  5.000, 24.000
0.240, 1.950, 0.1, 30.980,  5.786,  0.409, 17.000, 45.000
0.240, 1.950, 0.2, 24.725,  5.094,  0.360, 14.000, 38.000
0.240, 1.950, 0.3, 21.195,  4.815,  0.340, 11.000, 33.000
0.240, 1.950, 0.4, 18.550,  4.493,  0.318,  8.000, 31.000
0.240, 1.950, 0.5, 16.315,  4.413,  0.312,  6.000, 27.000
0.260, 1.950, 0.1, 37.405,  6.333,  0.448, 25.000, 53.000
0.260, 1.950, 0.2, 29.660,  5.655,  0.400, 17.000, 43.000
0.260, 1.950, 0.3, 25.445,  5.146,  0.364, 14.000, 38.000
0.260, 1.950, 0.4, 22.485,  4.937,  0.349, 12.000, 34.000
0.260, 1.950, 0.5, 20.000,  4.678,  0.331,  9.000, 32.000
0.280, 1.950, 0.1, 45.230,  6.864,  0.485, 30.000, 62.000
0.280, 1.950, 0.2, 35.675,  6.391,  0.452, 22.000, 51.000
0.280, 1.950, 0.3, 30.490,  5.727,  0.405, 18.000, 45.000
0.280, 1.950, 0.4, 26.875,  5.309,  0.375, 15.000, 40.000
0.280, 1.950, 0.5, 24.005,  4.936,  0.349, 13.000, 36.000
0.300, 1.950, 0.1, 54.265,  7.125,  0.504, 39.000, 75.000
0.300, 1.950, 0.2, 43.040,  6.605,  0.467, 29.000, 60.000
0.300, 1.950, 0.3, 36.645,  6.361,  0.450, 23.000, 52.000
0.300, 1.950, 0.4, 32.245,  5.991,  0.424, 20.000, 48.000
